sampleName;sampleClass;featureName;featureClass;mzCenter;rtCenter;maxIntensity;integratedIntensity;startRT;endRT
20181010_MLMET0066.d;filter;2_Ketobutyric_acid;ref;105.038;651.18;24316;24316;637.15;668.1
20181010_Blank-r002.d;blank;2_Ketobutyric_acid;ref;105.038;651.18;1968;1968;634.71;665.66
20181010_MLMET0182.d;sample;2_Ketobutyric_acid;ref;105.038;651.18;10464;10464;634.79;665.74
20181010_MLMET0161.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;161281;161281;73.53;86.01
20181010_MLMET0072.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;432036;432036;73.79;86.27
20181010_MLMET0066.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;39414;39414;73.01;85.49
20181010_MLMET0118.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;260713;260713;72.97;85.45
20181010_Blank-r002.d;blank;gamma_Aminobutyric_Acid;met;102.056;80;3774;3774;68.57;81.05
20181010_MLMET0120.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;175765;175765;68.97;81.45
20181010_MLMET0094.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;322784;322784;68.75;81.23
20181010_MLMET0070.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;279562;279562;68.6;81.08
20181010_MLMET0098.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;325693;325693;73.99;86.47
20181010_MLMET0182.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;113709;113709;74.15;86.63
20181010_MLMET0163.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;159435;159435;73.53;86.01
20181010_MLMET0139.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;38423;38423;73.57;86.05
20181010_MLMET0092.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;225300;225300;73.55;86.03
20181010_all_stds-r002.d;stds;gamma_Aminobutyric_Acid;met;102.056;80;3708;3708;73.74;86.22
20181010_MLMET0069.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;154794;154794;73.74;86.22
20181010_MLMET0116.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;4495;4495;73.75;86.23
20181010_MLMET0068.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;232753;232753;73.91;86.4
20181010_MLMET0184.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;156379;156379;73.97;86.45
20181010_MLMET0144.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;3757;3757;78.59;91.07
20181010_MLMET0117.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;6990;6990;78.7;91.18
20181010_MLMET0122.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;154627;154627;74.01;86.49
20181010_MLMET0067.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;9446;9446;73.74;86.22
20181010_MLMET0142.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;102594;102594;73.94;86.42
20181010_MLMET0187.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;111439;111439;73.7;86.18
20181010_MLMET0119.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;48571;48571;73.84;86.32
20181010_MLMET0140.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;103766;103766;73.82;86.3
20181010_MLMET0138.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;177155;177155;73.83;86.31
20181010_MLMET0074.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;252953;252953;73.41;85.89
20181010_RCY308_control-r002.d;control;gamma_Aminobutyric_Acid;met;102.056;80;772695;772695;74.16;86.64
20181010_MLMET0093.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;205574;205574;74.39;86.87
20181010_MLMET0168.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;241045;241045;73.48;85.96
20181010_Blank-r001.d;blank;gamma_Aminobutyric_Acid;met;102.056;80;3695;3695;73.85;86.33
20181010_MLMET0097.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;102618;102618;74.78;87.26
20181010_MLMET0075.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;109227;109227;74.96;87.44
20181010_MLMET0096.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;343187;343187;73.63;86.11
20181010_MLMET0091.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;356842;356842;73.91;86.39
20181010_MLMET0089.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;3222;3222;74.34;86.82
20181010_MLMET0159.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;3617;3617;74.3;86.78
20181010_MLMET0181.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;339037;339037;73.55;86.03
20181010_MLMET0183.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;224942;224942;73.68;86.16
20181010_MLMET0164.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;376612;376612;73.8;86.28
20181010_MLMET0186.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;152449;152449;73.45;85.93
20181010_MLMET0160.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;265836;265836;73.8;86.28
20181010_MLMET0073.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;277392;277392;73.6;86.08
20181010_MLMET0095.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;507002;507002;74.17;86.66
20181010_MLMET0141.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;108889;108889;74.14;86.62
20181010_MLMET0124.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;260796;260796;73.4;85.88
20181010_MLMET0137.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;99758;99758;73.91;86.39
20181010_MLMET0135.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;5309;5309;73.8;86.28
20181010_MLMET0178.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;3076;3076;73.63;86.11
20181010_MLMET0166.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;31750;31750;73.96;86.44
20181010_MLMET0162.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;139640;139640;73.84;86.33
20181010_MLMET0121.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;287681;287681;74.3;86.78
20181010_MLMET0180.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;317614;317614;74.05;86.53
20181010_MLMET0179.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;3303;3303;73.62;86.1
20181010_MLMET0143.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;113136;113136;73.63;86.11
20181010_all_stds-r001.d;stds;gamma_Aminobutyric_Acid;met;102.056;80;4709;4709;75.14;87.62
20181010_MLMET0090.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;5117;5117;75.36;87.84
20181010_MLMET0185.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;134175;134175;73.75;86.23
20181010_MLMET0165.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;136446;136446;73.97;86.46
20181010_MLMET0125.d;filter;gamma_Aminobutyric_Acid;met;102.056;80;3849;3849;75.37;87.85
20181010_MLMET0071.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;191080;191080;74.97;87.45
20181010_RCY308_control-r001.d;control;gamma_Aminobutyric_Acid;met;102.056;80;742009;742009;73.64;86.12
20181010_MLMET0167.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;174521;174521;73.53;86.01
20181010_MLMET0123.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;134211;134211;73.5;85.98
20181010_MLMET0136.d;sample;gamma_Aminobutyric_Acid;met;102.056;80;260548;260548;74.01;86.49
20181010_MLMET0139.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;664918;664918;73.57;86.05
20181010_MLMET0161.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;552240;552240;73.53;86.01
20181010_MLMET0142.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;615440;615440;74.44;86.92
20181010_MLMET0187.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;533715;533715;74.2;86.68
20181010_MLMET0116.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;581846;581846;73.75;86.23
20181010_MLMET0093.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;394578;394578;73.89;86.37
20181010_MLMET0117.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;543838;543838;74.7;87.18
20181010_MLMET0094.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;292866;292866;74.74;87.22
20181010_MLMET0160.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;404101;404101;73.8;86.28
20181010_MLMET0072.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;235685;235685;73.79;86.27
20181010_MLMET0089.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;572613;572613;74.34;86.82
20181010_MLMET0118.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;354270;354270;74.47;86.95
20181010_MLMET0120.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;426514;426514;73.96;86.44
20181010_MLMET0140.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;612593;612593;73.82;86.3
20181010_MLMET0092.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;349705;349705;75.05;87.53
20181010_MLMET0069.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;244255;244255;75.24;87.72
20181010_RCY308_control-r001.d;control;gamma_Aminobutyric_Acid;ref;107.067;80;1843;1843;74.64;87.12
20181010_all_stds-r001.d;stds;gamma_Aminobutyric_Acid;ref;107.067;80;517;517;74.64;87.12
20181010_MLMET0144.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;746051;746051;74.1;86.58
20181010_MLMET0097.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;486609;486609;74.28;86.76
20181010_MLMET0182.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;608536;608536;72.65;85.13
20181010_MLMET0098.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;294785;294785;72.49;84.97
20181010_MLMET0122.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;508109;508109;74.01;86.49
20181010_MLMET0091.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;285652;285652;73.91;86.39
20181010_MLMET0096.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;288299;288299;73.63;86.11
20181010_MLMET0124.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;488034;488034;73.4;85.88
20181010_MLMET0159.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;697090;697090;73.8;86.28
20181010_MLMET0074.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;311685;311685;73.41;85.89
20181010_MLMET0066.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;379207;379207;74.01;86.49
20181010_MLMET0121.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;384355;384355;73.8;86.28
20181010_MLMET0166.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;674073;674073;73.96;86.44
20181010_MLMET0067.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;384145;384145;73.74;86.22
20181010_MLMET0073.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;280175;280175;73.6;86.08
20181010_Blank-r001.d;blank;gamma_Aminobutyric_Acid;ref;107.067;80;594;594;73.85;86.33
20181010_MLMET0090.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;503964;503964;73.86;86.34
20181010_Blank-r002.d;blank;gamma_Aminobutyric_Acid;ref;107.067;80;404;404;73.56;86.04
20181010_MLMET0068.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;447183;447183;74.41;86.89
20181010_MLMET0185.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;575811;575811;74.25;86.73
20181010_MLMET0135.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;674001;674001;73.8;86.28
20181010_MLMET0119.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;505564;505564;73.84;86.32
20181010_MLMET0162.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;529960;529960;73.84;86.33
20181010_MLMET0138.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;544709;544709;73.83;86.31
20181010_MLMET0181.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;409883;409883;73.55;86.03
20181010_MLMET0179.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;637755;637755;73.62;86.1
20181010_RCY308_control-r002.d;control;gamma_Aminobutyric_Acid;ref;107.067;80;1553;1553;74.16;86.64
20181010_MLMET0141.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;563791;563791;74.14;86.62
20181010_MLMET0143.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;590517;590517;73.63;86.11
20181010_all_stds-r002.d;stds;gamma_Aminobutyric_Acid;ref;107.067;80;418;418;73.74;86.22
20181010_MLMET0163.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;540151;540151;73.53;86.01
20181010_MLMET0165.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;553105;553105;73.97;86.46
20181010_MLMET0137.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;638876;638876;73.91;86.39
20181010_MLMET0123.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;539423;539423;73.5;85.98
20181010_MLMET0167.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;536585;536585;73.53;86.01
20181010_MLMET0095.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;210913;210913;73.67;86.16
20181010_MLMET0183.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;409175;409175;73.68;86.16
20181010_MLMET0178.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;739193;739193;73.63;86.11
20181010_MLMET0071.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;220091;220091;73.47;85.95
20181010_MLMET0136.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;494924;494924;74.01;86.49
20181010_MLMET0186.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;543133;543133;73.45;85.93
20181010_MLMET0164.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;403244;403244;73.8;86.28
20181010_MLMET0184.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;564889;564889;73.97;86.45
20181010_MLMET0075.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;356419;356419;73.96;86.44
20181010_MLMET0070.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;324291;324291;73.59;86.07
20181010_MLMET0125.d;filter;gamma_Aminobutyric_Acid;ref;107.067;80;724660;724660;73.87;86.35
20181010_MLMET0180.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;453902;453902;73.55;86.04
20181010_MLMET0168.d;sample;gamma_Aminobutyric_Acid;ref;107.067;80;476082;476082;73.48;85.96
20181010_MLMET0162.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3936;3936;342.93;367.4
20181010_MLMET0122.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;2352;2352;342.6;367.06
20181010_MLMET0068.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3822;3822;345.5;369.96
20181010_MLMET0073.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3144;3144;345.19;369.65
20181010_MLMET0075.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1462;1462;344.55;369.01
20181010_MLMET0069.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;2738;2738;344.83;369.29
20181010_all_stds-r001.d;stds;beta_hydroxypyruvic_acid;met;103.004;350.22;9051;9051;335.74;360.2
20181010_RCY308_control-r001.d;control;beta_hydroxypyruvic_acid;met;103.004;350.22;2114;2114;335.74;360.2
20181010_MLMET0074.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;5697;5697;340.01;364.47
20181010_MLMET0123.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3017;3017;339.59;364.06
20181010_MLMET0067.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;2123;2123;340.84;365.3
20181010_MLMET0095.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;7226;7226;340.77;365.23
20181010_RCY308_control-r002.d;control;beta_hydroxypyruvic_acid;met;103.004;350.22;1828;1828;339.25;363.72
20181010_MLMET0093.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;4808;4808;339.48;363.95
20181010_Blank-r002.d;blank;beta_hydroxypyruvic_acid;met;103.004;350.22;1132;1132;342.65;367.11
20181010_MLMET0160.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1420;1420;342.89;367.35
20181010_MLMET0161.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3290;3290;342.12;366.58
20181010_all_stds-r002.d;stds;beta_hydroxypyruvic_acid;met;103.004;350.22;10484;10484;342.33;366.79
20181010_MLMET0140.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1057;1057;342.91;367.37
20181010_MLMET0119.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1342;1342;342.93;367.39
20181010_MLMET0071.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1937;1937;342.56;367.02
20181010_MLMET0092.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3603;3603;342.64;367.1
20181010_MLMET0125.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;1361;1361;341.46;365.93
20181010_MLMET0166.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1211;1211;341.05;365.52
20181010_MLMET0117.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;1110;1110;342.79;367.26
20181010_MLMET0144.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;1029;1029;342.69;367.15
20181010_MLMET0098.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;5467;5467;340.58;365.04
20181010_MLMET0139.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;959;959;340.67;365.13
20181010_MLMET0091.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3853;3853;343;367.46
20181010_MLMET0094.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3053;3053;342.83;367.3
20181010_MLMET0135.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;1047;1047;341.89;366.35
20181010_MLMET0089.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;2118;2118;341.94;366.4
20181010_MLMET0164.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1786;1786;342.39;366.85
20181010_MLMET0121.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3019;3019;342.39;366.85
20181010_MLMET0186.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3079;3079;340.04;364.5
20181010_MLMET0097.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3994;3994;339.87;364.34
20181010_MLMET0141.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1689;1689;341.74;366.2
20181010_MLMET0168.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1745;1745;341.57;366.03
20181010_MLMET0090.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;1043;1043;339.45;363.91
20181010_MLMET0120.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;2285;2285;339.55;364.01
20181010_MLMET0070.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;5788;5788;343.18;367.64
20181010_MLMET0118.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;2895;2895;343.06;367.52
20181010_MLMET0072.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3932;3932;340.38;364.84
20181010_MLMET0185.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3866;3866;340.34;364.8
20181010_MLMET0178.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;1227;1227;342.72;367.18
20181010_MLMET0124.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;2231;2231;342.99;367.45
20181010_MLMET0159.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;1039;1039;339.9;364.36
20181010_MLMET0066.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;4305;4305;339.6;364.07
20181010_MLMET0138.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;5162;5162;342.92;367.38
20181010_Blank-r001.d;blank;beta_hydroxypyruvic_acid;met;103.004;350.22;1112;1112;342.94;367.4
20181010_MLMET0165.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;4946;4946;345.06;369.52
20181010_MLMET0179.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;967;967;345.2;369.67
20181010_MLMET0187.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1566;1566;343.78;368.25
20181010_MLMET0163.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1140;1140;343.62;368.08
20181010_MLMET0096.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;6789;6789;340.23;364.69
20181010_MLMET0142.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1888;1888;340.53;364.99
20181010_MLMET0180.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3215;3215;342.14;366.6
20181010_MLMET0116.d;filter;beta_hydroxypyruvic_acid;met;103.004;350.22;1526;1526;342.34;366.8
20181010_MLMET0143.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;931;931;338.23;362.69
20181010_MLMET0183.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;4508;4508;338.28;362.74
20181010_MLMET0184.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;843;843;341.57;366.03
20181010_MLMET0136.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1709;1709;341.6;366.06
20181010_MLMET0182.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1796;1796;340.74;365.2
20181010_MLMET0137.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;1384;1384;341;365.46
20181010_MLMET0167.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;3766;3766;340.62;365.09
20181010_MLMET0181.d;sample;beta_hydroxypyruvic_acid;met;103.004;350.22;5935;5935;340.64;365.1
20181010_MLMET0075.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;775;775;339.55;364.02
20181010_MLMET0094.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;773;773;339.84;364.3
20181010_MLMET0187.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;420;420;343.29;367.75
20181010_MLMET0119.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;757;757;343.43;367.89
20181010_MLMET0072.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;908;908;340.38;364.84
20181010_MLMET0122.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;798;798;340.1;364.56
20181010_MLMET0074.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;1399;1399;342.5;366.97
20181010_all_stds-r002.d;stds;beta_hydroxypyruvic_acid;ref;106.014;350.22;432;432;342.33;366.79
20181010_MLMET0066.d;filter;beta_hydroxypyruvic_acid;ref;106.014;350.22;764;764;339.6;364.07
20181010_MLMET0141.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;635;635;339.74;364.2
20181010_RCY308_control-r002.d;control;beta_hydroxypyruvic_acid;ref;106.014;350.22;761;761;341.75;366.21
20181010_MLMET0125.d;filter;beta_hydroxypyruvic_acid;ref;106.014;350.22;521;521;341.96;366.43
20181010_MLMET0117.d;filter;beta_hydroxypyruvic_acid;ref;106.014;350.22;563;563;340.3;364.76
20181010_MLMET0067.d;filter;beta_hydroxypyruvic_acid;ref;106.014;350.22;636;636;340.34;364.8
20181010_MLMET0163.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;440;440;344.12;368.58
20181010_MLMET0139.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;539;539;344.16;368.63
20181010_Blank-r002.d;blank;beta_hydroxypyruvic_acid;ref;106.014;350.22;445;445;341.65;366.12
20181010_MLMET0165.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;544;544;341.56;366.03
20181010_MLMET0140.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;448;448;342.91;367.37
20181010_MLMET0124.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;664;664;342.99;367.45
20181010_MLMET0183.d;sample;beta_hydroxypyruvic_acid;ref;106.014;350.22;494;494;344.27;368.73
